Ubar,Mubar,Type,Actual_Phase,Predicted_Phase
0.0,5.15,Predicted,0.0,1
0.1,5.550000000000001,Predicted,0.0,0
0.2,5.95,Predicted,0.0,1
0.30000000000000004,6.3500000000000005,Predicted,0.0,1
0.4,6.75,Predicted,0.0,1
0.5,7.15,Predicted,0.0,1
0.6000000000000001,7.550000000000001,Predicted,0.0,0
0.7000000000000001,7.95,Predicted,0.0,1
0.8,8.25,Predicted,1.0,1
0.9,8.65,Predicted,1.0,1
1.0,9.05,Predicted,0.0,0
1.1,9.45,Predicted,1.0,1
1.2000000000000002,9.850000000000001,Predicted,0.0,0
1.3,10.25,Predicted,1.0,1
1.4000000000000001,10.650000000000002,Predicted,0.0,0
1.5,11.05,Predicted,0.0,1
1.6,11.45,Predicted,1.0,1
1.7000000000000002,11.850000000000001,Predicted,1.0,0
1.8,12.25,Predicted,1.0,1
1.9000000000000001,12.75,Predicted,0.0,1
2.0,13.150000000000002,Predicted,0.0,0
2.1,13.55,Predicted,0.0,1
2.2,13.95,Predicted,0.0,1
2.3000000000000003,14.350000000000001,Predicted,0.0,0
2.4000000000000004,14.75,Predicted,0.0,1
2.5,15.150000000000002,Predicted,0.0,0
2.6,15.55,Predicted,0.0,1
2.7,15.95,Predicted,0.0,1
2.8000000000000003,16.35,Predicted,0.0,1
2.9000000000000004,16.75,Predicted,0.0,1
3.0,17.15,Predicted,0.0,1
3.1,17.55,Predicted,0.0,1
3.2,17.950000000000003,Predicted,0.0,0
3.3000000000000003,18.35,Predicted,0.0,1
3.4000000000000004,18.75,Predicted,0.0,1
3.5,19.150000000000002,Predicted,0.0,1
3.6,19.55,Predicted,0.0,1
3.7,19.950000000000003,Predicted,0.0,0
3.8000000000000003,20.35,Predicted,0.0,1
3.9000000000000004,20.75,Predicted,0.0,1
4.0,21.150000000000002,Predicted,0.0,1
4.1000000000000005,21.55,Predicted,0.0,1
4.2,21.950000000000003,Predicted,0.0,0
4.3,22.35,Predicted,0.0,1
4.4,22.75,Predicted,0.0,1
4.5,23.150000000000002,Predicted,0.0,1
4.6000000000000005,23.55,Predicted,0.0,1
4.7,23.950000000000003,Predicted,0.0,0
4.800000000000001,24.35,Predicted,0.0,1
4.9,24.75,Predicted,0.0,1
5.0,25.150000000000002,Predicted,0.0,1
5.1000000000000005,25.55,Predicted,0.0,1
5.2,25.950000000000003,Predicted,0.0,0
5.300000000000001,26.35,Predicted,0.0,1
5.4,26.75,Predicted,0.0,1
5.5,27.150000000000002,Predicted,0.0,1
5.6000000000000005,27.55,Predicted,0.0,1
5.7,27.950000000000003,Predicted,0.0,0
5.800000000000001,2.45,Predicted,1.0,1
5.800000000000001,2.6500000000000004,Predicted,1.0,1
5.800000000000001,28.35,Predicted,0.0,1
5.9,2.25,Predicted,0.0,1
5.9,2.8500000000000005,Predicted,1.0,1
5.9,28.75,Predicted,0.0,1
6.0,2.1500000000000004,Predicted,0.0,0
6.0,3.05,Predicted,1.0,0
6.0,29.05,Predicted,1.0,1
6.1000000000000005,2.1500000000000004,Predicted,0.0,0
6.1000000000000005,3.25,Predicted,1.0,0
6.1000000000000005,29.450000000000003,Predicted,0.0,0
6.2,2.05,Predicted,0.0,1
6.2,3.3500000000000005,Predicted,0.0,1
6.2,29.85,Predicted,1.0,1
6.300000000000001,1.9500000000000002,Predicted,0.0,0
6.300000000000001,3.55,Predicted,1.0,0
6.300000000000001,30.25,Predicted,1.0,1
6.4,1.9500000000000002,Predicted,0.0,0
6.4,3.6500000000000004,Predicted,0.0,1
6.4,30.650000000000002,Predicted,1.0,1
6.5,1.85,Predicted,0.0,1
6.5,3.8500000000000005,Predicted,1.0,1
6.5,31.05,Predicted,1.0,1
6.6000000000000005,1.85,Predicted,0.0,1
6.6000000000000005,3.95,Predicted,1.0,0
6.6000000000000005,31.450000000000003,Predicted,0.0,0
6.7,1.75,Predicted,0.0,1
6.7,4.050000000000001,Predicted,1.0,1
6.7,31.85,Predicted,1.0,1
6.800000000000001,1.75,Predicted,0.0,1
6.800000000000001,4.25,Predicted,1.0,0
6.800000000000001,32.25,Predicted,1.0,1
6.9,1.75,Predicted,0.0,1
6.9,4.35,Predicted,1.0,0
6.9,32.650000000000006,Predicted,0.0,0
7.0,1.75,Predicted,0.0,1
7.0,4.45,Predicted,0.0,0
7.0,33.05,Predicted,1.0,1
7.1000000000000005,1.6500000000000001,Predicted,0.0,1
7.1000000000000005,4.550000000000001,Predicted,0.0,1
7.1000000000000005,33.45,Predicted,1.0,0
7.2,1.6500000000000001,Predicted,0.0,1
7.2,4.75,Predicted,1.0,0
7.2,33.85,Predicted,1.0,1
7.300000000000001,1.6500000000000001,Predicted,0.0,1
7.300000000000001,4.8500000000000005,Predicted,1.0,0
7.300000000000001,34.25,Predicted,1.0,1
7.4,1.6500000000000001,Predicted,0.0,1
7.4,4.95,Predicted,1.0,0
7.4,34.650000000000006,Predicted,0.0,0
7.5,1.6500000000000001,Predicted,0.0,1
7.5,5.050000000000001,Predicted,1.0,1
7.5,35.05,Predicted,1.0,1
7.6000000000000005,1.6500000000000001,Predicted,0.0,1
7.6000000000000005,5.25,Predicted,1.0,0
7.6000000000000005,35.45,Predicted,1.0,0
7.7,1.6500000000000001,Predicted,0.0,1
7.7,5.3500000000000005,Predicted,1.0,0
7.7,35.85,Predicted,1.0,1
7.800000000000001,1.6500000000000001,Predicted,0.0,1
7.800000000000001,5.45,Predicted,1.0,0
7.800000000000001,36.25,Predicted,1.0,1
7.9,1.55,Predicted,0.0,1
7.9,5.550000000000001,Predicted,1.0,1
7.9,36.650000000000006,Predicted,0.0,0
8.0,1.55,Predicted,0.0,1
8.0,5.65,Predicted,1.0,0
8.0,37.05,Predicted,1.0,1
8.1,1.55,Predicted,0.0,1
8.1,5.75,Predicted,1.0,0
8.1,37.45,Predicted,1.0,0
8.200000000000001,1.55,Predicted,0.0,1
8.200000000000001,5.8500000000000005,Predicted,1.0,0
8.200000000000001,37.85,Predicted,1.0,1
8.3,1.55,Predicted,0.0,1
8.3,5.95,Predicted,1.0,0
8.3,38.25,Predicted,1.0,1
8.4,1.55,Predicted,0.0,1
8.4,6.050000000000001,Predicted,1.0,1
8.4,38.650000000000006,Predicted,0.0,0
8.5,1.55,Predicted,0.0,1
8.5,6.15,Predicted,0.0,0
8.5,39.05,Predicted,1.0,1
8.6,1.4500000000000002,Predicted,0.0,0
8.6,6.25,Predicted,0.0,0
8.6,39.45,Predicted,1.0,1
8.700000000000001,1.4500000000000002,Predicted,0.0,0
8.700000000000001,6.45,Predicted,1.0,0
8.700000000000001,39.85000000000001,Predicted,0.0,0
8.8,1.4500000000000002,Predicted,0.0,0
8.8,6.550000000000001,Predicted,1.0,1
8.8,40.25,Predicted,1.0,1
8.9,1.4500000000000002,Predicted,0.0,0
8.9,6.65,Predicted,1.0,0
8.9,40.650000000000006,Predicted,0.0,0
9.0,1.4500000000000002,Predicted,0.0,0
9.0,6.75,Predicted,1.0,0
9.0,41.05,Predicted,1.0,1
9.1,1.4500000000000002,Predicted,0.0,0
9.1,6.8500000000000005,Predicted,1.0,0
9.1,41.45,Predicted,1.0,1
9.200000000000001,1.4500000000000002,Predicted,0.0,0
9.200000000000001,6.95,Predicted,1.0,0
9.200000000000001,41.85000000000001,Predicted,0.0,0
9.3,1.4500000000000002,Predicted,0.0,0
9.3,7.050000000000001,Predicted,1.0,1
9.3,42.25,Predicted,1.0,1
9.4,1.4500000000000002,Predicted,0.0,0
9.4,7.15,Predicted,1.0,0
9.4,42.650000000000006,Predicted,0.0,0
9.5,1.4500000000000002,Predicted,0.0,0
9.5,7.25,Predicted,1.0,0
9.5,43.05,Predicted,1.0,1
9.600000000000001,1.4500000000000002,Predicted,0.0,0
9.600000000000001,7.3500000000000005,Predicted,1.0,0
9.600000000000001,43.45,Predicted,1.0,1
9.700000000000001,1.35,Predicted,1.0,1
9.700000000000001,7.45,Predicted,1.0,0
9.700000000000001,43.85000000000001,Predicted,0.0,0
9.8,1.35,Predicted,1.0,1
9.8,7.550000000000001,Predicted,1.0,1
9.8,44.25,Predicted,1.0,1
9.9,1.35,Predicted,1.0,1
9.9,7.65,Predicted,1.0,0
9.9,14.350000000000001,Predicted,1.0,0
9.9,14.850000000000001,Predicted,1.0,1
9.9,44.650000000000006,Predicted,0.0,0
10.0,1.35,Predicted,1.0,1
10.0,7.75,Predicted,1.0,0
10.0,13.850000000000001,Predicted,1.0,0
10.0,15.150000000000002,Predicted,1.0,1
10.0,45.05,Predicted,1.0,1
10.100000000000001,1.35,Predicted,0.0,1
10.100000000000001,7.8500000000000005,Predicted,0.0,0
10.100000000000001,13.850000000000001,Predicted,1.0,0
10.100000000000001,15.45,Predicted,1.0,0
10.100000000000001,45.45,Predicted,1.0,1
10.200000000000001,1.35,Predicted,0.0,1
10.200000000000001,7.95,Predicted,0.0,0
10.200000000000001,13.95,Predicted,1.0,1
10.200000000000001,15.75,Predicted,1.0,0
10.200000000000001,45.85000000000001,Predicted,0.0,0
10.3,1.35,Predicted,0.0,1
10.3,8.05,Predicted,0.0,1
10.3,13.95,Predicted,1.0,1
10.3,16.05,Predicted,1.0,0
10.3,46.25,Predicted,1.0,1
10.4,1.35,Predicted,0.0,1
10.4,8.15,Predicted,0.0,0
10.4,13.95,Predicted,1.0,1
10.4,16.35,Predicted,1.0,0
10.4,46.650000000000006,Predicted,0.0,0
10.5,1.35,Predicted,0.0,1
10.5,8.25,Predicted,0.0,0
10.5,14.05,Predicted,0.0,1
10.5,16.55,Predicted,1.0,0
10.5,47.05,Predicted,1.0,1
10.600000000000001,1.35,Predicted,0.0,1
10.600000000000001,8.350000000000001,Predicted,1.0,1
10.600000000000001,14.05,Predicted,0.0,1
10.600000000000001,16.85,Predicted,1.0,0
10.600000000000001,47.45,Predicted,1.0,1
10.700000000000001,1.35,Predicted,0.0,1
10.700000000000001,8.45,Predicted,0.0,0
10.700000000000001,14.150000000000002,Predicted,1.0,0
10.700000000000001,17.05,Predicted,1.0,0
10.700000000000001,47.85000000000001,Predicted,0.0,0
10.8,1.35,Predicted,0.0,1
10.8,8.55,Predicted,0.0,1
10.8,14.150000000000002,Predicted,1.0,0
10.8,17.35,Predicted,1.0,0
10.8,48.25,Predicted,1.0,1
10.9,1.35,Predicted,0.0,1
10.9,8.65,Predicted,0.0,0
10.9,14.25,Predicted,1.0,1
10.9,17.55,Predicted,1.0,0
10.9,48.650000000000006,Predicted,0.0,0
11.0,1.35,Predicted,0.0,1
11.0,8.75,Predicted,0.0,0
11.0,14.350000000000001,Predicted,0.0,0
11.0,17.75,Predicted,0.0,0
11.0,49.05,Predicted,1.0,1
11.100000000000001,1.35,Predicted,0.0,1
11.100000000000001,8.95,Predicted,1.0,0
11.100000000000001,14.350000000000001,Predicted,1.0,0
11.100000000000001,17.950000000000003,Predicted,1.0,1
11.100000000000001,49.45,Predicted,1.0,1
11.200000000000001,1.35,Predicted,0.0,1
11.200000000000001,9.05,Predicted,1.0,1
11.200000000000001,14.45,Predicted,1.0,1
11.200000000000001,18.25,Predicted,1.0,0
11.200000000000001,49.85000000000001,Predicted,0.0,0
11.3,1.35,Predicted,0.0,1
11.3,9.15,Predicted,1.0,0
11.3,14.45,Predicted,1.0,1
11.3,18.450000000000003,Predicted,1.0,1
11.3,50.25,Predicted,1.0,1
11.4,1.25,Predicted,1.0,1
11.4,9.25,Predicted,1.0,0
11.4,14.55,Predicted,0.0,1
11.4,18.65,Predicted,0.0,0
11.4,50.650000000000006,Predicted,0.0,0
11.5,1.25,Predicted,1.0,1
11.5,9.350000000000001,Predicted,1.0,1
11.5,14.55,Predicted,1.0,1
11.5,18.85,Predicted,1.0,0
11.5,51.05,Predicted,1.0,1
11.600000000000001,1.25,Predicted,1.0,1
11.600000000000001,9.45,Predicted,1.0,0
11.600000000000001,14.650000000000002,Predicted,1.0,0
11.600000000000001,19.150000000000002,Predicted,0.0,0
11.600000000000001,51.45,Predicted,1.0,1
11.700000000000001,1.25,Predicted,1.0,1
11.700000000000001,9.55,Predicted,1.0,0
11.700000000000001,14.75,Predicted,1.0,1
11.700000000000001,19.35,Predicted,1.0,0
11.700000000000001,51.85000000000001,Predicted,0.0,0
11.8,1.25,Predicted,1.0,1
11.8,9.650000000000002,Predicted,1.0,1
11.8,14.75,Predicted,1.0,1
11.8,19.55,Predicted,0.0,0
11.8,52.25,Predicted,1.0,1
11.9,1.25,Predicted,1.0,1
11.9,9.75,Predicted,1.0,0
11.9,14.850000000000001,Predicted,1.0,0
11.9,19.85,Predicted,1.0,0
11.9,52.650000000000006,Predicted,0.0,0
12.0,1.25,Predicted,1.0,1
12.0,9.850000000000001,Predicted,1.0,1
12.0,14.95,Predicted,1.0,1
12.0,20.05,Predicted,1.0,0
12.0,53.05,Predicted,1.0,1
12.100000000000001,1.25,Predicted,1.0,1
12.100000000000001,9.95,Predicted,1.0,0
12.100000000000001,15.05,Predicted,0.0,1
12.100000000000001,20.25,Predicted,0.0,0
12.100000000000001,53.45,Predicted,1.0,1
12.200000000000001,1.25,Predicted,1.0,1
12.200000000000001,10.05,Predicted,1.0,0
12.200000000000001,15.150000000000002,Predicted,1.0,0
12.200000000000001,20.450000000000003,Predicted,1.0,1
12.200000000000001,53.85000000000001,Predicted,0.0,0
12.3,1.25,Predicted,1.0,1
12.3,10.05,Predicted,1.0,0
12.3,15.25,Predicted,1.0,1
12.3,20.75,Predicted,1.0,0
12.3,54.25,Predicted,1.0,1
12.4,1.25,Predicted,1.0,1
12.4,10.150000000000002,Predicted,1.0,1
12.4,15.350000000000001,Predicted,1.0,0
12.4,20.950000000000003,Predicted,1.0,1
12.4,54.650000000000006,Predicted,0.0,0
12.5,1.25,Predicted,1.0,1
12.5,10.350000000000001,Predicted,1.0,1
12.5,15.350000000000001,Predicted,1.0,0
12.5,21.150000000000002,Predicted,1.0,0
12.5,55.05,Predicted,1.0,1
12.600000000000001,1.25,Predicted,1.0,1
12.600000000000001,10.45,Predicted,1.0,0
12.600000000000001,15.45,Predicted,1.0,1
12.600000000000001,21.35,Predicted,1.0,0
12.600000000000001,55.45,Predicted,1.0,1
12.700000000000001,1.25,Predicted,1.0,1
12.700000000000001,10.55,Predicted,1.0,0
12.700000000000001,15.55,Predicted,0.0,1
12.700000000000001,21.650000000000002,Predicted,1.0,0
12.700000000000001,55.85000000000001,Predicted,0.0,0
12.8,1.25,Predicted,1.0,1
12.8,10.650000000000002,Predicted,1.0,1
12.8,15.650000000000002,Predicted,1.0,0
12.8,21.85,Predicted,1.0,0
12.8,56.25,Predicted,1.0,1
12.9,1.25,Predicted,1.0,1
12.9,10.75,Predicted,1.0,0
12.9,15.75,Predicted,1.0,1
12.9,22.05,Predicted,1.0,0
12.9,56.650000000000006,Predicted,0.0,0
13.0,1.25,Predicted,1.0,1
13.0,10.850000000000001,Predicted,1.0,1
13.0,15.850000000000001,Predicted,1.0,0
13.0,22.25,Predicted,1.0,0
13.0,57.05,Predicted,1.0,1
13.100000000000001,1.25,Predicted,1.0,1
13.100000000000001,10.95,Predicted,1.0,0
13.100000000000001,15.95,Predicted,1.0,1
13.100000000000001,22.450000000000003,Predicted,1.0,1
13.100000000000001,57.45,Predicted,1.0,1
13.200000000000001,1.25,Predicted,1.0,1
13.200000000000001,11.05,Predicted,1.0,0
13.200000000000001,16.05,Predicted,1.0,1
13.200000000000001,22.650000000000002,Predicted,1.0,0
13.200000000000001,57.85000000000001,Predicted,0.0,0
13.3,1.25,Predicted,0.0,1
13.3,11.150000000000002,Predicted,1.0,1
13.3,16.15,Predicted,1.0,1
13.3,22.950000000000003,Predicted,1.0,1
13.3,58.25,Predicted,1.0,1
13.4,1.25,Predicted,0.0,1
13.4,11.25,Predicted,0.0,0
13.4,16.25,Predicted,0.0,1
13.4,23.150000000000002,Predicted,1.0,0
13.4,58.650000000000006,Predicted,0.0,0
13.5,1.25,Predicted,0.0,1
13.5,11.350000000000001,Predicted,0.0,1
13.5,16.25,Predicted,1.0,1
13.5,23.35,Predicted,1.0,0
13.5,59.05,Predicted,1.0,1
13.600000000000001,1.25,Predicted,0.0,1
13.600000000000001,11.45,Predicted,0.0,0
13.600000000000001,16.35,Predicted,1.0,1
13.600000000000001,23.55,Predicted,1.0,0
13.600000000000001,59.45,Predicted,1.0,1
13.700000000000001,1.25,Predicted,0.0,1
13.700000000000001,11.55,Predicted,1.0,0
13.700000000000001,16.450000000000003,Predicted,0.0,0
13.700000000000001,23.75,Predicted,1.0,0
13.700000000000001,59.85000000000001,Predicted,0.0,0
13.8,1.25,Predicted,0.0,1
13.8,11.650000000000002,Predicted,1.0,1
13.8,16.55,Predicted,1.0,1
13.8,23.950000000000003,Predicted,1.0,1
13.8,60.25,Predicted,1.0,1
13.9,1.25,Predicted,0.0,1
13.9,11.75,Predicted,0.0,0
13.9,16.65,Predicted,1.0,1
13.9,24.150000000000002,Predicted,1.0,0
13.9,33.85,Predicted,1.0,1
13.9,34.650000000000006,Predicted,1.0,1
13.9,60.650000000000006,Predicted,1.0,0
14.0,1.1500000000000001,Predicted,1.0,1
14.0,11.850000000000001,Predicted,0.0,1
14.0,16.75,Predicted,1.0,1
14.0,24.35,Predicted,1.0,0
14.0,33.85,Predicted,1.0,1
14.0,35.150000000000006,Predicted,1.0,1
14.0,61.05,Predicted,1.0,1
14.100000000000001,1.1500000000000001,Predicted,1.0,1
14.100000000000001,11.95,Predicted,0.0,0
14.100000000000001,16.85,Predicted,1.0,1
14.100000000000001,24.55,Predicted,1.0,0
14.100000000000001,33.85,Predicted,1.0,1
14.100000000000001,35.75,Predicted,1.0,0
14.100000000000001,61.45,Predicted,1.0,1
14.200000000000001,1.1500000000000001,Predicted,1.0,1
14.200000000000001,12.150000000000002,Predicted,1.0,1
14.200000000000001,16.950000000000003,Predicted,0.0,0
14.200000000000001,24.85,Predicted,1.0,0
14.200000000000001,33.85,Predicted,1.0,1
14.200000000000001,36.25,Predicted,1.0,0
14.200000000000001,61.85000000000001,Predicted,1.0,0
14.3,1.1500000000000001,Predicted,1.0,1
14.3,12.25,Predicted,1.0,0
14.3,17.05,Predicted,1.0,1
14.3,25.05,Predicted,1.0,0
14.3,33.95,Predicted,1.0,0
14.3,36.650000000000006,Predicted,1.0,1
14.3,62.25,Predicted,1.0,1
14.4,1.1500000000000001,Predicted,1.0,1
14.4,12.350000000000001,Predicted,1.0,1
14.4,17.15,Predicted,0.0,1
14.4,25.25,Predicted,1.0,0
14.4,34.05,Predicted,1.0,1
14.4,37.05,Predicted,1.0,0
14.4,62.55,Predicted,1.0,1
14.5,1.1500000000000001,Predicted,1.0,1
14.5,12.45,Predicted,1.0,0
14.5,17.15,Predicted,1.0,1
14.5,25.450000000000003,Predicted,1.0,1
14.5,34.25,Predicted,1.0,1
14.5,37.35,Predicted,1.0,0
14.5,62.95,Predicted,1.0,1
14.600000000000001,1.1500000000000001,Predicted,1.0,1
14.600000000000001,12.55,Predicted,1.0,0
14.600000000000001,17.25,Predicted,1.0,1
14.600000000000001,25.650000000000002,Predicted,1.0,0
14.600000000000001,34.35,Predicted,1.0,1
14.600000000000001,37.75,Predicted,1.0,0
14.600000000000001,63.35000000000001,Predicted,1.0,0
14.700000000000001,1.1500000000000001,Predicted,1.0,1
14.700000000000001,12.650000000000002,Predicted,1.0,1
14.700000000000001,17.35,Predicted,1.0,1
14.700000000000001,25.85,Predicted,1.0,0
14.700000000000001,34.45,Predicted,1.0,0
14.700000000000001,38.150000000000006,Predicted,1.0,1
14.700000000000001,63.75,Predicted,1.0,1
14.8,1.1500000000000001,Predicted,1.0,1
14.8,12.75,Predicted,1.0,0
14.8,17.450000000000003,Predicted,0.0,0
14.8,26.05,Predicted,1.0,0
14.8,34.55,Predicted,1.0,1
14.8,38.55,Predicted,1.0,0
14.8,64.15,Predicted,1.0,1
14.9,1.1500000000000001,Predicted,1.0,1
14.9,12.850000000000001,Predicted,1.0,1
14.9,17.55,Predicted,1.0,1
14.9,26.25,Predicted,1.0,0
14.9,34.75,Predicted,1.0,1
14.9,38.85000000000001,Predicted,1.0,1
14.9,64.55000000000001,Predicted,1.0,0
15.0,1.1500000000000001,Predicted,1.0,1
15.0,12.95,Predicted,1.0,0
15.0,17.65,Predicted,1.0,1
15.0,26.55,Predicted,1.0,0
15.0,34.85,Predicted,1.0,1
15.0,39.25,Predicted,1.0,0
15.0,64.95,Predicted,1.0,1
15.100000000000001,1.1500000000000001,Predicted,1.0,1
15.100000000000001,13.05,Predicted,1.0,0
15.100000000000001,17.75,Predicted,1.0,1
15.100000000000001,26.75,Predicted,1.0,0
15.100000000000001,34.95,Predicted,1.0,0
15.100000000000001,39.650000000000006,Predicted,1.0,1
15.100000000000001,65.25,Predicted,1.0,1
15.200000000000001,1.1500000000000001,Predicted,1.0,1
15.200000000000001,13.150000000000002,Predicted,1.0,1
15.200000000000001,17.85,Predicted,1.0,1
15.200000000000001,26.950000000000003,Predicted,1.0,1
15.200000000000001,35.150000000000006,Predicted,1.0,0
15.200000000000001,39.95,Predicted,1.0,0
15.200000000000001,65.65,Predicted,1.0,1
15.3,1.1500000000000001,Predicted,1.0,1
15.3,13.25,Predicted,1.0,0
15.3,17.950000000000003,Predicted,0.0,0
15.3,27.150000000000002,Predicted,1.0,0
15.3,35.25,Predicted,1.0,1
15.3,40.35000000000001,Predicted,1.0,1
15.3,66.05000000000001,Predicted,1.0,0
15.4,1.1500000000000001,Predicted,1.0,1
15.4,13.350000000000001,Predicted,1.0,1
15.4,18.05,Predicted,1.0,1
15.4,27.35,Predicted,1.0,0
15.4,35.45,Predicted,1.0,0
15.4,40.650000000000006,Predicted,1.0,1
15.4,66.45,Predicted,1.0,1
15.5,1.1500000000000001,Predicted,1.0,1
15.5,13.45,Predicted,1.0,0
15.5,18.15,Predicted,1.0,1
15.5,27.55,Predicted,1.0,0
15.5,35.55,Predicted,1.0,1
15.5,41.05,Predicted,1.0,0
15.5,66.75,Predicted,1.0,1
15.600000000000001,1.1500000000000001,Predicted,1.0,1
15.600000000000001,13.55,Predicted,1.0,0
15.600000000000001,18.15,Predicted,1.0,1
15.600000000000001,27.75,Predicted,1.0,0
15.600000000000001,35.75,Predicted,1.0,1
15.600000000000001,41.35000000000001,Predicted,1.0,1
15.600000000000001,67.15,Predicted,1.0,1
15.700000000000001,1.1500000000000001,Predicted,1.0,1
15.700000000000001,13.650000000000002,Predicted,1.0,1
15.700000000000001,18.25,Predicted,1.0,1
15.700000000000001,27.950000000000003,Predicted,1.0,1
15.700000000000001,35.95,Predicted,1.0,0
15.700000000000001,41.650000000000006,Predicted,1.0,1
15.700000000000001,67.55000000000001,Predicted,1.0,0
15.8,1.1500000000000001,Predicted,1.0,1
15.8,13.75,Predicted,1.0,0
15.8,18.35,Predicted,0.0,1
15.8,28.150000000000002,Predicted,1.0,0
15.8,36.150000000000006,Predicted,1.0,0
15.8,42.05,Predicted,1.0,0
15.8,67.95,Predicted,1.0,1
15.9,1.1500000000000001,Predicted,1.0,1
15.9,13.850000000000001,Predicted,1.0,1
15.9,18.450000000000003,Predicted,0.0,0
15.9,28.35,Predicted,1.0,0
15.9,36.25,Predicted,1.0,1
15.9,42.35000000000001,Predicted,1.0,1
15.9,68.25,Predicted,1.0,1
16.0,1.1500000000000001,Predicted,1.0,1
16.0,13.95,Predicted,1.0,0
16.0,18.55,Predicted,1.0,1
16.0,28.55,Predicted,1.0,0
16.0,36.45,Predicted,1.0,0
16.0,42.650000000000006,Predicted,1.0,1
16.0,68.65,Predicted,1.0,1
16.1,1.1500000000000001,Predicted,1.0,1
16.1,14.05,Predicted,1.0,0
16.1,18.65,Predicted,1.0,1
16.1,28.75,Predicted,1.0,0
16.1,36.650000000000006,Predicted,1.0,0
16.1,43.05,Predicted,1.0,0
16.1,69.05000000000001,Predicted,1.0,0
16.2,1.1500000000000001,Predicted,1.0,1
16.2,14.150000000000002,Predicted,1.0,1
16.2,18.75,Predicted,1.0,1
16.2,28.950000000000003,Predicted,1.0,1
16.2,36.85,Predicted,1.0,1
16.2,43.35000000000001,Predicted,1.0,1
16.2,69.45,Predicted,1.0,1
16.3,1.1500000000000001,Predicted,1.0,1
16.3,14.25,Predicted,1.0,0
16.3,18.85,Predicted,0.0,1
16.3,29.150000000000002,Predicted,1.0,0
16.3,37.05,Predicted,1.0,1
16.3,43.650000000000006,Predicted,1.0,1
16.3,69.75,Predicted,1.0,1
16.400000000000002,1.1500000000000001,Predicted,1.0,1
16.400000000000002,14.350000000000001,Predicted,1.0,1
16.400000000000002,18.950000000000003,Predicted,0.0,0
16.400000000000002,29.35,Predicted,1.0,0
16.400000000000002,37.150000000000006,Predicted,1.0,0
16.400000000000002,44.05,Predicted,1.0,0
16.5,1.1500000000000001,Predicted,1.0,1
16.5,14.45,Predicted,1.0,0
16.5,19.05,Predicted,1.0,1
16.5,29.55,Predicted,1.0,0
16.5,37.35,Predicted,1.0,1
16.5,44.35000000000001,Predicted,1.0,1
16.6,1.1500000000000001,Predicted,1.0,1
16.6,14.55,Predicted,1.0,0
16.6,19.150000000000002,Predicted,1.0,1
16.6,29.75,Predicted,1.0,0
16.6,37.55,Predicted,1.0,1
16.6,44.650000000000006,Predicted,1.0,1
16.7,1.1500000000000001,Predicted,1.0,1
16.7,14.650000000000002,Predicted,1.0,1
16.7,19.25,Predicted,1.0,1
